time,stock_HKD,estimate_mid,estimate_08555,ETF
1122,1079800.21,1.8867600152244,1.8666325393099998,1.867
1123,1080095.27,1.8872703628028,1.86713738697,1.868
1124,1080296.59,1.8876185739276001,1.8674818454900002,1.867
1125,1079609.84,1.8864307436576002,1.86630681624,1.867
1126,1079529.05,1.8862910060420002,1.86616858455,1.866
1127,1079205.95,1.8857321593579999,1.8656157604499999,1.867
1128,1079116.575,1.8855775727829998,1.865462839825,1.866
1129,1078719.605,1.8848909575922,1.8647836241549998,1.866
1130,1078585.26,1.8846585891064,1.86455375986,1.867
1131,1078406.85,1.8843500040340002,1.86424850035,
1132,1078587.41,1.8846623078323999,1.8645574385099997,
1133,1077976.415,1.8836055064405999,1.863512026065,
1134,1077120.54,1.8821251508056,1.8620476239400001,
1135,1077278.47,1.8823983128508,1.8623178421699997,
1136,1077691.19,1.8831121698715998,1.8630240060899999,
1137,1077579.58,1.8829191247512003,1.86283304138,
1138,1077591.26,1.8829393269463999,1.86285302586,
1139,1077925.34,1.8835171650776001,1.8634246367400003,
1140,1077955.7,1.883569676948,1.8634765827,
1141,1077043.295,1.8819915447637998,1.861915457745,
1142,1076934.41,1.8818032129123998,1.8617291555099997,
1143,1076727.56,1.8814454368784002,1.8613752351600001,
1144,1075121.9,1.8786682231159997,1.8586279508999999,
1145,1074536.64,1.8776559340095997,1.8576265710399997,
1146,1074152.395,1.8769913284878,1.856969127845,
1147,1074602.525,1.877769891341,1.8577393002749998,
1148,1074201.685,1.8770765824434001,1.857053463035,
1149,1075207.625,1.8788164965049998,1.858774626375,
1150,1075298.335,1.8789733921494,1.858929831185,
1151,1074287.585,1.8772251585193998,1.8572004379349998,
1152,1073932.55,1.876611075782,1.8565929730500002,
1153,1073798.74,1.8763796326535997,1.85636402414,
1154,1074253.34,1.8771659269976002,1.85714184474,
1155,1074440.56,1.8774897501984,1.85746217816,
1156,1074166.04,1.8770149294256,1.85699247444,
1157,1074589.95,1.8777481411179997,1.85771778445,
1158,1074419.57,1.8774534450548,1.8574262642700001,
1159,1074993.0050000001,1.8784452811682,1.8584074115550002,
1200,1074703.785,1.8779450346873998,1.8579125561349998,
1300,1074703.785,1.8779450346873998,1.8579125561349998,1.867
1301,1072632.375,1.874362241095,1.854368373625,1.86
1302,1071730.13,1.8728016820531996,1.8528246324299997,1.859
1303,1071996.4749999999,1.8732623630189997,1.8532803487249998,1.86
1304,1071830.1300000001,1.8729746460532002,1.8529957324300002,1.858
1305,1070913.405,1.8713890418241999,1.8514272159549998,1.857
1306,1070628.94,1.8708970197815997,1.8509404963399998,1.858
1307,1068895.295,1.8678984380437997,1.847974229745,1.855
1308,1068750.895,1.8676486780278,1.847727161345,1.854
1309,1068196.0,1.8666889094399999,1.846777736,1.853
1310,1068362.56,1.8669769982784001,1.84706272016,1.854
1311,1067142.705,1.8648670882762,1.844975548255,1.852
1312,1066840.465,1.8643443218826001,1.8444584156150001,1.851
1313,1066554.145,1.8638490913577999,1.843968522095,1.852
1314,1066820.57,1.8643099106948,1.8444243752700002,1.853
1315,1067566.09,1.8655993919076002,1.8456999599900001,1.854
1316,1065695.95,1.8623647229579998,1.8425001504499998,1.851
1317,1065427.785,1.8619008940473998,1.8420413201349999,1.852
1318,1067488.45,1.8654651026579998,1.84556711795,1.854
1319,1066869.685,1.8643948619634,1.844508411035,1.853
1320,1066412.81,1.8636046326884002,1.8437266979100002,1.853
1321,1064401.27,1.8601253926428,1.84028495297,1.85
1322,1065077.565,1.8612951395265998,1.841442093715,1.852
1323,1065387.3,1.861830869572,1.8419720503,1.852
1324,1064727.45,1.860689566618,1.84084304695,1.852
1325,1064697.185,1.8606372190634,1.840791263535,1.852
1326,1065323.49,1.8617205012436,1.84186287139,1.852
1327,1063841.915,1.8591579098606,1.839327896565,1.85
1328,1063580.255,1.8587053322582,1.8388801963049997,1.851
1329,1063580.6,1.8587059289840002,1.8388807866000003,1.851
1330,1063589.515,1.8587213487245997,1.8388960401649999,1.851
1331,1062960.5050000001,1.8576333878682,1.8378198040550002,1.851
1332,1062904.715,1.8575368912526,1.837724347365,1.85
1333,1063006.985,1.8577137815354001,1.8378993313350003,1.849
1334,1061734.86,1.8555134632504,1.8357227254600001,1.848
1335,1061767.83,1.8555704894812,1.83577913713,1.846
1336,1061828.955,1.8556762137262002,1.8358837220050002,1.846
1337,1062592.245,1.8569964306418,1.8371897111950002,1.848
1338,1063212.38,1.8580690409431997,1.83825076218,1.85
1339,1063468.875,1.858512684955,1.838689625125,1.85
1340,1062987.4949999999,1.8576800708517998,1.8378659839449998,1.849
1341,1062814.665,1.8573811371706,1.8375702718150002,1.849
1342,1063019.455,1.8577353501462,1.837920667505,1.849
1343,1062726.345,1.8572283753658,1.837419156295,1.85
1344,1063446.545,1.8584740620937998,1.8386514184949998,1.85
1345,1063751.1300000001,1.8590008844932,1.83917256343,1.85
1346,1063053.13,1.8577935957732,1.8379782854299997,1.85
1347,1063696.41,1.8589062385923998,1.8390789375099998,1.851
1348,1064057.61,1.8595309845604002,1.8396969507100003,1.85
1349,1064421.56,1.8601604870384,1.8403196691600001,1.85
1350,1064625.975,1.8605140513990002,1.840669423225,1.852
1351,1065892.225,1.862704208049,1.8428359769750002,1.854
1352,1065613.915,1.8622228319406,1.842359788565,1.854
1353,1065996.825,1.862885128393,1.843014947575,1.854
1354,1065728.53,1.8624210746291998,1.84255589483,1.852
1355,1065835.115,1.8626054283085998,1.8427382617649999,1.853
1356,1065589.785,1.8621810957273999,1.8423185021349997,1.852
1357,1065942.115,1.8627904997886,1.842921338765,1.853
1358,1066323.115,1.8634494926286,1.843573229765,1.854
1359,1066060.045,1.8629944762338,1.8431231169949998,1.852
1400,1066595.79,1.8639211222156,1.84403977669,1.852
1401,1065848.99,1.8626294270636,1.84276200189,1.852
1402,1065602.51,1.8622031053963999,1.84234027461,1.853
1403,1065606.49,1.8622099893636,1.84234708439,1.851
1404,1065550.625,1.8621133630249997,1.8422514993749999,1.851
1405,1065197.895,1.8615032671077998,1.841647978345,1.85
1406,1064740.625,1.860712354625,1.8408655893749999,1.85
1407,1064383.685,1.8600949769234,1.8402548650350001,1.849
1408,1064320.54,1.8599857588056,1.84014682394,1.85
1409,1064060.7,1.8595363291479998,1.8397022376999999,1.85
1410,1063893.29,1.8592467701156,1.83941579919,1.85
1411,1064364.105,1.8600611105722,1.840221363655,1.85
1412,1064972.585,1.8611135619194,1.841262472935,1.851
1413,1064854.64,1.8609095595295997,1.8410606690399998,1.85
1414,1064538.98,1.8603635813672,1.84052057478,1.851
1415,1063962.17,1.8593659077187998,1.83953365287,1.849
1416,1064138.56,1.8596709989184002,1.83983545616,1.85
1417,1062906.7349999999,1.8575403851253998,1.8377278035849995,1.848
1418,1062792.395,1.8573426180877999,1.837532167845,1.847
1419,1062251.99,1.8564079119836,1.83660753489,1.847
1420,1061035.87,1.8543044621868001,1.8345267535700003,1.844
1421,1060526.01,1.8534225879364,1.83365438311,1.844
1422,1060928.385,1.8541185518314,1.8343428467349998,1.847
1423,1061168.17,1.8545332935588,1.83475311887,1.847
1424,1061191.79,1.8545741476556,1.83479353269,1.847
1425,1061543.28,1.8551820988192,1.83539493208,1.848
1426,1061647.23,1.8553618948972,1.8355727905299999,1.848
1427,1061712.93,1.8554755322452,1.83568520323,1.848
1428,1061996.335,1.8559657208693998,1.836170109185,1.847
1429,1061830.045,1.8556780990337998,1.8358855869949997,1.848
1430,1061998.225,1.8559689898890002,1.8361733429750002,1.849
1431,1062698.055,1.8571794438501998,1.837370752105,1.847
1432,1061834.71,1.8556861678043999,1.8358935688099998,1.847
1433,1061922.98,1.8558388431272,1.8360445987799998,1.848
1434,1060961.84,1.8541764169376,1.8344000882400002,1.847
1435,1061445.415,1.8550128276006,1.835227485065,1.847
1436,1061664.325,1.8553914630929997,1.835602040075,1.846
1437,1061712.615,1.8554749874086,1.835684664265,1.848
1438,1060970.405,1.8541912313042,1.834414742955,1.847
1439,1061765.64,1.8555667015695998,1.8357753900399998,1.848
1440,1062205.74,1.8563279161336002,1.83652840114,1.848
1441,1061625.245,1.8553238687618003,1.8355351741950001,1.848
1442,1061190.49,1.8545718991236,1.8347913083899998,1.847
1443,1061361.6,1.854867857824,1.8350840776000001,1.847
1444,1061286.065,1.8547372094666,1.8349548372149997,1.847
1445,1061038.795,1.8543095213838,1.8345317582449998,1.847
1446,1061298.025,1.8547578959609998,1.8349753007749998,1.846
1447,1061221.415,1.8546253882406,1.834844221065,1.847
1448,1060773.33,1.8538503625012002,1.8340775476300002,1.846
1449,1060470.705,1.8533269301962,1.8335597562550001,1.847
1450,1060716.855,1.8537526810822,1.833980918905,1.846
1451,1060213.0999999999,1.8528813662839998,1.8331189940999997,1.846
1452,1060221.555,1.8528959903902,1.8331334606049998,1.846
1453,1060251.465,1.8529477239226,1.8331846366150002,1.846
1454,1060847.935,1.8539794022934002,1.8342051967850002,1.846
1455,1060538.155,1.8534435944142,1.8336751632050001,1.846
1456,1059722.145,1.8520321908778,1.832278970095,1.847
1457,1059952.515,1.8524306480445998,1.8326731331649997,1.845
1458,1060017.095,1.8525423481957999,1.832783629545,1.845
1459,1059574.885,1.8517774840913999,1.832027008235,1.845
1500,1059546.115,1.8517277223486,1.831977782765,1.846
1501,1059119.925,1.850990567077,1.831248571675,
1502,1058188.065,1.8493787847466,1.8296541592149997,
1503,1057786.445,1.8486841267298002,1.828966987395,
1504,1057737.715,1.8485998413726001,1.8288836103650001,
1505,1057932.1199999999,1.8489360920367996,1.8292162373199998,
1506,1058038.78,1.8491205754392,1.82939873258,1.846
1507,1058078.215,1.8491887837926,1.8294662058650002,1.846
1508,1057978.51,1.8490163300364,1.82929561061,1.846
1509,1057950.85,1.8489684881940003,1.8292482843500002,1.846
1510,1058330.86,1.8496257686904,1.8298984814600001,1.846
1511,1058236.28,1.8494621793392,1.8297366550799998,1.846
1512,1057699.28,1.8485333626592,1.82881784808,1.846
1513,1057570.025,1.8483097980409997,1.828596692775,1.846
1514,1057440.115,1.8480851005086,1.828374416765,1.846
1515,1057481.275,1.848156292491,1.8284448415249999,1.846
1516,1057711.615,1.8485546977686,1.828838953265,1.846
1517,1057684.595,1.8485079628957999,1.828792722045,1.846
1518,1057703.075,1.848539926643,1.8288243413249998,1.846
1519,1057746.785,1.8486155292073998,1.8288991291349999,1.846
1520,1057082.32,1.8474662439648002,1.82776222952,1.846
1521,1056892.095,1.8471372231957999,1.8274367545449999,1.846
1522,1056882.95,1.8471214056379999,1.8274211074499997,1.846
1523,1056707.82,1.8468184937848002,1.82712146002,1.846
1524,1056054.17,1.8456879145987999,1.8260030648699999,1.846
1525,1055842.195,1.8453212741598,1.825640375645,1.846
1526,1055738.81,1.8451424553284,1.82546348391,1.846
1527,1055869.575,1.8453686317029998,1.8256872228249998,1.846
1528,1056525.755,1.8465035868781998,1.8268099468049999,1.846
1529,1056756.525,1.8469027359009997,1.8272047942749998,1.846
1530,1056894.15,1.8471407776059998,1.82744027065,1.846
1531,1057169.57,1.8476171550548,1.8279115142700002,
1532,1057137.6099999999,1.8475618757603998,1.8278568307099996,
1533,1056356.51,1.8462108539564,1.82652036861,
1534,1055973.32,1.8455480732048,1.82586473052,
1535,1055885.11,1.8453955016604,1.82571380321,
1536,1055774.635,1.8452044196814001,1.8255247804849999,
1537,1055687.715,1.8450540793726002,1.825376060365,
1538,1055993.415,1.8455828303205999,1.825899113065,
1539,1055657.37,1.8450015934468003,1.8253241400700002,
1540,1055198.74,1.8442083286535997,1.82453942414,
1541,1053882.715,1.8419320791726002,1.822287705365,
1542,1053744.24,1.8416925672736,1.8220507746399999,
1543,1053710.675,1.8416345119070001,1.821993344925,
1544,1054454.635,1.8429212948814,1.823266260485,
1545,1054424.94,1.8428699332215999,1.82321545234,
1546,1054053.945,1.8422282454298,1.8225806798950002,
1547,1053691.18,1.8416007925751998,1.82195998898,
1548,1054024.57,1.8421774372548,1.8225304192700003,
1549,1054488.145,1.8429792551178001,1.8233235960949998,
1550,1055148.46,1.8441213623544,1.82445339506,
1551,1054569.27,1.8431195721628,1.82346240097,
1552,1054390.17,1.8428097936387997,1.8231559608699999,
1553,1054030.415,1.8421875470006,1.822540420065,
1554,1054410.605,1.8428451388321998,1.8231909251549998,
1555,1054686.75,1.84332277027,1.82366340925,
1556,1054813.55,1.843542088622,1.8238803640499999,
1557,1055365.92,1.8444974898688,1.8248254691199999,
1558,1055083.8,1.844009523832,1.8243427617999999,
1559,1055382.325,1.8445258646129998,1.8248535380749997,
1608,1054667.005,1.8432886185281998,1.8236296255549997,
